model, prompt_tokens, completion_tokens, reponse_status, date
gpt-35-turbo, 328, 1, 200, 2024-06-13
gpt-35-turbo, 328, 1, 200, 2024-06-13
gpt-35-turbo, 329, 1, 200, 2024-06-13
gpt-35-turbo, 328, 1, 200, 2024-06-13
gpt-35-turbo, 328, 1, 200, 2024-06-13
gpt-35-turbo, 328, 1, 200, 2024-06-13
gpt-35-turbo, 331, 1, 200, 2024-06-13
gpt-35-turbo, 330, 1, 200, 2024-06-13
gpt-35-turbo, 330, 1, 200, 2024-06-13
gpt-35-turbo, 330, 1, 200, 2024-06-13
gpt-35-turbo, 331, 1, 200, 2024-06-13
gpt-35-turbo, 330, 1, 200, 2024-06-13
gpt-35-turbo, 330, 1, 200, 2024-06-13
gpt-35-turbo, 330, 1, 200, 2024-06-13
gpt-35-turbo, 331, 1, 200, 2024-06-13
gpt-35-turbo, 330, 1, 200, 2024-06-13
gpt-35-turbo, 330, 1, 200, 2024-06-13
gpt-35-turbo, 330, 1, 200, 2024-06-13
gpt-35-turbo, 329, 1, 200, 2024-06-13
gpt-35-turbo, 328, 1, 200, 2024-06-13
gpt-35-turbo, 328, 1, 200, 2024-06-13
gpt-35-turbo, 328, 1, 200, 2024-06-13
gpt-35-turbo, 329, 1, 200, 2024-06-13
gpt-35-turbo, 328, 1, 200, 2024-06-13
gpt-35-turbo, 328, 1, 200, 2024-06-13
gpt-35-turbo, 328, 1, 200, 2024-06-13
gpt-35-turbo, 329, 1, 200, 2024-06-13
gpt-35-turbo, 328, 1, 200, 2024-06-13
gpt-35-turbo, 328, 1, 200, 2024-06-13
gpt-35-turbo, 328, 1, 200, 2024-06-13
gpt-35-turbo, 330, 1, 200, 2024-06-13
gpt-35-turbo, 329, 1, 200, 2024-06-13
gpt-35-turbo, 329, 1, 200, 2024-06-13
gpt-35-turbo, 329, 1, 200, 2024-06-13
gpt-35-turbo, 330, 1, 200, 2024-06-13
gpt-35-turbo, 329, 1, 200, 2024-06-13
gpt-35-turbo, 329, 1, 200, 2024-06-13
gpt-35-turbo, 329, 1, 200, 2024-06-13
gpt-35-turbo, 330, 1, 200, 2024-06-13
gpt-35-turbo, 329, 1, 200, 2024-06-13
gpt-35-turbo, 329, 1, 200, 2024-06-13
gpt-35-turbo, 329, 1, 200, 2024-06-13
gpt-35-turbo, 330, 1, 200, 2024-06-13
gpt-35-turbo, 329, 1, 200, 2024-06-13
gpt-35-turbo, 329, 1, 200, 2024-06-13
gpt-35-turbo, 329, 1, 200, 2024-06-13
gpt-35-turbo, 330, 1, 200, 2024-06-13
gpt-35-turbo, 329, 1, 200, 2024-06-13
gpt-35-turbo, 329, 1, 200, 2024-06-13
gpt-35-turbo, 329, 1, 200, 2024-06-13
gpt-35-turbo, 330, 1, 200, 2024-06-13
gpt-35-turbo, 329, 1, 200, 2024-06-13
gpt-35-turbo, 329, 1, 200, 2024-06-13
gpt-35-turbo, 329, 1, 200, 2024-06-13
gpt-35-turbo, 329, 1, 200, 2024-06-13
gpt-35-turbo, 328, 1, 200, 2024-06-13
gpt-35-turbo, 328, 1, 200, 2024-06-13
gpt-35-turbo, 328, 1, 200, 2024-06-13
gpt-35-turbo, 329, 1, 200, 2024-06-13
gpt-35-turbo, 328, 1, 200, 2024-06-13
gpt-35-turbo, 328, 1, 200, 2024-06-13
gpt-35-turbo, 328, 1, 200, 2024-06-13
gpt-35-turbo, 329, 1, 200, 2024-06-13
gpt-35-turbo, 328, 1, 200, 2024-06-13
gpt-35-turbo, 328, 1, 200, 2024-06-13
gpt-35-turbo, 328, 1, 200, 2024-06-13
gpt-35-turbo, 214, 60, 200, 2024-06-14
gpt-35-turbo, 214, 34, 200, 2024-06-14
gpt-35-turbo, 213, 42, 200, 2024-06-14
gpt-35-turbo, 213, 47, 200, 2024-06-14
gpt-35-turbo, 213, 59, 200, 2024-06-14
gpt-35-turbo, 213, 74, 200, 2024-06-14
gpt-35-turbo, 213, 51, 200, 2024-06-14
gpt-35-turbo, 213, 48, 200, 2024-06-14
gpt-35-turbo, 214, 46, 200, 2024-06-14
gpt-35-turbo, 214, 48, 200, 2024-06-14
gpt-35-turbo, 213, 72, 200, 2024-06-14
gpt-35-turbo, 213, 47, 200, 2024-06-14
gpt-35-turbo, 213, 62, 200, 2024-06-14
gpt-35-turbo, 213, 70, 200, 2024-06-14
gpt-35-turbo, 213, 52, 200, 2024-06-14
gpt-35-turbo, 213, 86, 200, 2024-06-14
gpt-35-turbo, 214, 55, 200, 2024-06-14
gpt-35-turbo, 214, 67, 200, 2024-06-14
gpt-35-turbo, 213, 46, 200, 2024-06-14
gpt-35-turbo, 213, 74, 200, 2024-06-14
gpt-35-turbo, 213, 45, 200, 2024-06-14
gpt-35-turbo, 213, 38, 200, 2024-06-14
gpt-35-turbo, 213, 49, 200, 2024-06-14
gpt-35-turbo, 213, 51, 200, 2024-06-14
gpt-35-turbo, 212, 52, 200, 2024-06-14
gpt-35-turbo, 212, 40, 200, 2024-06-14
gpt-35-turbo, 211, 67, 200, 2024-06-14
gpt-35-turbo, 211, 47, 200, 2024-06-14
gpt-35-turbo, 211, 71, 200, 2024-06-14
gpt-35-turbo, 211, 54, 200, 2024-06-14
gpt-35-turbo, 211, 57, 200, 2024-06-14
gpt-35-turbo, 211, 56, 200, 2024-06-14
gpt-35-turbo, 212, 63, 200, 2024-06-14
gpt-35-turbo, 212, 34, 200, 2024-06-14
gpt-35-turbo, 211, 70, 200, 2024-06-14
gpt-35-turbo, 211, 58, 200, 2024-06-14
gpt-35-turbo, 211, 99, 200, 2024-06-14
gpt-35-turbo, 211, 50, 200, 2024-06-14
gpt-35-turbo, 211, 50, 200, 2024-06-14
gpt-35-turbo, 211, 61, 200, 2024-06-14
gpt-35-turbo, 212, 55, 200, 2024-06-14
gpt-35-turbo, 212, 46, 200, 2024-06-14
gpt-35-turbo, 211, 62, 200, 2024-06-14
gpt-35-turbo, 211, 64, 200, 2024-06-14
gpt-35-turbo, 211, 60, 200, 2024-06-14
gpt-35-turbo, 211, 59, 200, 2024-06-14
gpt-35-turbo, 211, 48, 200, 2024-06-14
gpt-35-turbo, 211, 51, 200, 2024-06-14
gpt-35-turbo, 212, 80, 200, 2024-06-14
gpt-35-turbo, 212, 54, 200, 2024-06-14
gpt-35-turbo, 211, 74, 200, 2024-06-14
gpt-35-turbo, 211, 55, 200, 2024-06-14
gpt-35-turbo, 211, 74, 200, 2024-06-14
gpt-35-turbo, 211, 71, 200, 2024-06-14
gpt-35-turbo, 211, 84, 200, 2024-06-14
gpt-35-turbo, 211, 80, 200, 2024-06-14
gpt-35-turbo, 212, 45, 200, 2024-06-14
gpt-35-turbo, 212, 62, 200, 2024-06-14
gpt-35-turbo, 211, 66, 200, 2024-06-14
gpt-35-turbo, 211, 59, 200, 2024-06-14
gpt-35-turbo, 211, 59, 200, 2024-06-14
gpt-35-turbo, 211, 55, 200, 2024-06-14
gpt-35-turbo, 211, 67, 200, 2024-06-14
gpt-35-turbo, 211, 53, 200, 2024-06-14
gpt-35-turbo, 212, 51, 200, 2024-06-14
gpt-35-turbo, 212, 50, 200, 2024-06-14
gpt-35-turbo, 211, 68, 200, 2024-06-14
gpt-35-turbo, 211, 65, 200, 2024-06-14
gpt-35-turbo, 211, 45, 200, 2024-06-14
gpt-35-turbo, 211, 67, 200, 2024-06-14
gpt-35-turbo, 211, 52, 200, 2024-06-14
gpt-35-turbo, 211, 82, 200, 2024-06-14
gpt-35-turbo, 212, 38, 200, 2024-06-14
gpt-35-turbo, 212, 55, 200, 2024-06-14
gpt-35-turbo, 211, 65, 200, 2024-06-14
gpt-35-turbo, 211, 55, 200, 2024-06-14
gpt-35-turbo, 211, 55, 200, 2024-06-14
gpt-35-turbo, 211, 66, 200, 2024-06-14
gpt-35-turbo, 211, 55, 200, 2024-06-14
gpt-35-turbo, 211, 77, 200, 2024-06-14
gpt-35-turbo, 212, 59, 200, 2024-06-14
gpt-35-turbo, 212, 71, 200, 2024-06-14
gpt-35-turbo, 211, 67, 200, 2024-06-14
gpt-35-turbo, 211, 56, 200, 2024-06-14
gpt-35-turbo, 211, 72, 200, 2024-06-14
gpt-35-turbo, 211, 55, 200, 2024-06-14
gpt-35-turbo, 211, 64, 200, 2024-06-14
gpt-35-turbo, 211, 72, 200, 2024-06-14
gpt-35-turbo, 212, 44, 200, 2024-06-14
gpt-35-turbo, 212, 53, 200, 2024-06-14
gpt-35-turbo, 211, 48, 200, 2024-06-14
gpt-35-turbo, 211, 70, 200, 2024-06-14
gpt-35-turbo, 211, 78, 200, 2024-06-14
gpt-35-turbo, 211, 76, 200, 2024-06-14
gpt-35-turbo, 211, 63, 200, 2024-06-14
gpt-35-turbo, 211, 59, 200, 2024-06-14
gpt-35-turbo, 213, 44, 200, 2024-06-14
gpt-35-turbo, 213, 55, 200, 2024-06-14
gpt-35-turbo, 212, 67, 200, 2024-06-14
gpt-35-turbo, 212, 62, 200, 2024-06-14
gpt-35-turbo, 212, 58, 200, 2024-06-14
gpt-35-turbo, 212, 66, 200, 2024-06-14
gpt-35-turbo, 212, 53, 200, 2024-06-14
gpt-35-turbo, 212, 77, 200, 2024-06-14
gpt-35-turbo, 213, 63, 200, 2024-06-14
gpt-35-turbo, 213, 53, 200, 2024-06-14
gpt-35-turbo, 212, 69, 200, 2024-06-14
gpt-35-turbo, 212, 86, 200, 2024-06-14
gpt-35-turbo, 212, 53, 200, 2024-06-14
gpt-35-turbo, 212, 57, 200, 2024-06-14
gpt-35-turbo, 212, 68, 200, 2024-06-14
gpt-35-turbo, 212, 51, 200, 2024-06-14
gpt-35-turbo, 213, 43, 200, 2024-06-14
gpt-35-turbo, 213, 54, 200, 2024-06-14
gpt-35-turbo, 212, 72, 200, 2024-06-14
gpt-35-turbo, 212, 52, 200, 2024-06-14
gpt-35-turbo, 212, 49, 200, 2024-06-14
gpt-35-turbo, 212, 70, 200, 2024-06-14
gpt-35-turbo, 212, 56, 200, 2024-06-14
gpt-35-turbo, 212, 68, 200, 2024-06-14
gpt-35-turbo, 213, 63, 200, 2024-06-14
gpt-35-turbo, 213, 65, 200, 2024-06-14
gpt-35-turbo, 212, 57, 200, 2024-06-14
gpt-35-turbo, 212, 67, 200, 2024-06-14
gpt-35-turbo, 212, 91, 200, 2024-06-14
gpt-35-turbo, 212, 53, 200, 2024-06-14
gpt-35-turbo, 212, 80, 200, 2024-06-14
gpt-35-turbo, 212, 51, 200, 2024-06-14
gpt-35-turbo, 213, 42, 200, 2024-06-14
gpt-35-turbo, 213, 76, 200, 2024-06-14
gpt-35-turbo, 212, 81, 200, 2024-06-14
gpt-35-turbo, 212, 59, 200, 2024-06-14
gpt-35-turbo, 212, 75, 200, 2024-06-14
gpt-35-turbo, 212, 74, 200, 2024-06-14
gpt-35-turbo, 212, 69, 200, 2024-06-14
gpt-35-turbo, 212, 76, 200, 2024-06-14
gpt-35-turbo, 213, 79, 200, 2024-06-14
gpt-35-turbo, 213, 63, 200, 2024-06-14
gpt-35-turbo, 212, 69, 200, 2024-06-14
gpt-35-turbo, 212, 51, 200, 2024-06-14
gpt-35-turbo, 212, 54, 200, 2024-06-14
gpt-35-turbo, 212, 51, 200, 2024-06-14
gpt-35-turbo, 212, 55, 200, 2024-06-14
gpt-35-turbo, 212, 91, 200, 2024-06-14
gpt-35-turbo, 212, 80, 200, 2024-06-14
gpt-35-turbo, 212, 46, 200, 2024-06-14
gpt-35-turbo, 211, 81, 200, 2024-06-14
gpt-35-turbo, 211, 82, 200, 2024-06-14
gpt-35-turbo, 211, 56, 200, 2024-06-14
gpt-35-turbo, 211, 79, 200, 2024-06-14
gpt-35-turbo, 211, 87, 200, 2024-06-14
gpt-35-turbo, 211, 65, 200, 2024-06-14
gpt-35-turbo, 212, 53, 200, 2024-06-14
gpt-35-turbo, 212, 63, 200, 2024-06-14
gpt-35-turbo, 211, 72, 200, 2024-06-14
gpt-35-turbo, 211, 60, 200, 2024-06-14
gpt-35-turbo, 211, 67, 200, 2024-06-14
gpt-35-turbo, 211, 61, 200, 2024-06-14
gpt-35-turbo, 211, 51, 200, 2024-06-14
gpt-35-turbo, 211, 75, 200, 2024-06-14
gpt-35-turbo, 212, 75, 200, 2024-06-14
gpt-35-turbo, 212, 62, 200, 2024-06-14
gpt-35-turbo, 211, 76, 200, 2024-06-14
gpt-35-turbo, 211, 78, 200, 2024-06-14
gpt-35-turbo, 211, 60, 200, 2024-06-14
gpt-35-turbo, 211, 71, 200, 2024-06-14
gpt-35-turbo, 211, 86, 200, 2024-06-14
gpt-35-turbo, 211, 52, 200, 2024-06-14
gpt-35-turbo, 238, 62, 200, 2024-06-14
gpt-35-turbo, 238, 61, 200, 2024-06-14
gpt-35-turbo, 237, 108, 200, 2024-06-14
gpt-35-turbo, 237, 69, 200, 2024-06-14
gpt-35-turbo, 237, 62, 200, 2024-06-14
gpt-35-turbo, 237, 46, 200, 2024-06-14
gpt-35-turbo, 237, 76, 200, 2024-06-14
gpt-35-turbo, 237, 80, 200, 2024-06-14
gpt-35-turbo, 238, 53, 200, 2024-06-14
gpt-35-turbo, 238, 86, 200, 2024-06-14
gpt-35-turbo, 237, 59, 200, 2024-06-14
gpt-35-turbo, 237, 65, 200, 2024-06-14
gpt-35-turbo, 237, 67, 200, 2024-06-14
gpt-35-turbo, 237, 96, 200, 2024-06-14
gpt-35-turbo, 237, 81, 200, 2024-06-14
gpt-35-turbo, 237, 81, 200, 2024-06-14
gpt-35-turbo, 238, 89, 200, 2024-06-14
gpt-35-turbo, 238, 54, 200, 2024-06-14
gpt-35-turbo, 237, 67, 200, 2024-06-14
gpt-35-turbo, 237, 53, 200, 2024-06-14
gpt-35-turbo, 237, 92, 200, 2024-06-14
gpt-35-turbo, 237, 92, 200, 2024-06-14
gpt-35-turbo, 237, 79, 200, 2024-06-14
gpt-35-turbo, 237, 76, 200, 2024-06-14
gpt-35-turbo, 236, 53, 200, 2024-06-14
gpt-35-turbo, 236, 61, 200, 2024-06-14
gpt-35-turbo, 235, 60, 200, 2024-06-14
gpt-35-turbo, 235, 70, 200, 2024-06-14
gpt-35-turbo, 235, 68, 200, 2024-06-14
gpt-35-turbo, 235, 85, 200, 2024-06-14
gpt-35-turbo, 235, 78, 200, 2024-06-14
gpt-35-turbo, 235, 74, 200, 2024-06-14
gpt-35-turbo, 236, 76, 200, 2024-06-14
gpt-35-turbo, 236, 79, 200, 2024-06-14
gpt-35-turbo, 235, 83, 200, 2024-06-14
gpt-35-turbo, 235, 88, 200, 2024-06-14
gpt-35-turbo, 235, 100, 200, 2024-06-14
gpt-35-turbo, 235, 84, 200, 2024-06-14
gpt-35-turbo, 235, 101, 200, 2024-06-14
gpt-35-turbo, 235, 69, 200, 2024-06-14
gpt-35-turbo, 236, 77, 200, 2024-06-14
gpt-35-turbo, 236, 65, 200, 2024-06-14
gpt-35-turbo, 235, 104, 200, 2024-06-14
gpt-35-turbo, 235, 78, 200, 2024-06-14
gpt-35-turbo, 235, 83, 200, 2024-06-14
gpt-35-turbo, 235, 72, 200, 2024-06-14
gpt-35-turbo, 235, 61, 200, 2024-06-14
gpt-35-turbo, 235, 76, 200, 2024-06-14
gpt-35-turbo, 236, 57, 200, 2024-06-14
gpt-35-turbo, 236, 52, 200, 2024-06-14
gpt-35-turbo, 235, 85, 200, 2024-06-14
gpt-35-turbo, 235, 72, 200, 2024-06-14
gpt-35-turbo, 235, 63, 200, 2024-06-14
gpt-35-turbo, 235, 62, 200, 2024-06-14
gpt-35-turbo, 235, 67, 200, 2024-06-14
gpt-35-turbo, 235, 75, 200, 2024-06-14
gpt-35-turbo, 236, 73, 200, 2024-06-14
gpt-35-turbo, 236, 46, 200, 2024-06-14
gpt-35-turbo, 235, 77, 200, 2024-06-14
gpt-35-turbo, 235, 97, 200, 2024-06-14
gpt-35-turbo, 235, 66, 200, 2024-06-14
gpt-35-turbo, 235, 139, 200, 2024-06-14
gpt-35-turbo, 235, 73, 200, 2024-06-14
gpt-35-turbo, 235, 78, 200, 2024-06-14
gpt-35-turbo, 236, 87, 200, 2024-06-14
gpt-35-turbo, 236, 63, 200, 2024-06-14
gpt-35-turbo, 235, 109, 200, 2024-06-14
gpt-35-turbo, 235, 107, 200, 2024-06-14
gpt-35-turbo, 235, 82, 200, 2024-06-14
gpt-35-turbo, 235, 90, 200, 2024-06-14
gpt-35-turbo, 235, 72, 200, 2024-06-14
gpt-35-turbo, 235, 82, 200, 2024-06-14
gpt-35-turbo, 236, 67, 200, 2024-06-14
gpt-35-turbo, 236, 67, 200, 2024-06-14
gpt-35-turbo, 235, 84, 200, 2024-06-14
gpt-35-turbo, 235, 80, 200, 2024-06-14
gpt-35-turbo, 235, 87, 200, 2024-06-14
gpt-35-turbo, 235, 88, 200, 2024-06-14
gpt-35-turbo, 235, 78, 200, 2024-06-14
gpt-35-turbo, 235, 70, 200, 2024-06-14
gpt-35-turbo, 236, 108, 200, 2024-06-14
gpt-35-turbo, 236, 67, 200, 2024-06-14
gpt-35-turbo, 235, 77, 200, 2024-06-14
gpt-35-turbo, 235, 77, 200, 2024-06-14
gpt-35-turbo, 235, 77, 200, 2024-06-14
gpt-35-turbo, 235, 92, 200, 2024-06-14
gpt-35-turbo, 235, 74, 200, 2024-06-14
gpt-35-turbo, 235, 82, 200, 2024-06-14
gpt-35-turbo, 236, 57, 200, 2024-06-14
gpt-35-turbo, 236, 64, 200, 2024-06-14
gpt-35-turbo, 235, 74, 200, 2024-06-14
gpt-35-turbo, 235, 78, 200, 2024-06-14
gpt-35-turbo, 235, 82, 200, 2024-06-14
gpt-35-turbo, 235, 84, 200, 2024-06-14
gpt-35-turbo, 235, 94, 200, 2024-06-14
gpt-35-turbo, 235, 73, 200, 2024-06-14
gpt-35-turbo, 237, 83, 200, 2024-06-14
gpt-35-turbo, 237, 86, 200, 2024-06-14
gpt-35-turbo, 236, 65, 200, 2024-06-14
gpt-35-turbo, 236, 89, 200, 2024-06-14
gpt-35-turbo, 236, 77, 200, 2024-06-14
gpt-35-turbo, 236, 93, 200, 2024-06-14
gpt-35-turbo, 236, 71, 200, 2024-06-14
gpt-35-turbo, 236, 61, 200, 2024-06-14
gpt-35-turbo, 237, 80, 200, 2024-06-14
gpt-35-turbo, 237, 69, 200, 2024-06-14
gpt-35-turbo, 236, 60, 200, 2024-06-14
gpt-35-turbo, 236, 77, 200, 2024-06-14
gpt-35-turbo, 236, 88, 200, 2024-06-14
gpt-35-turbo, 236, 76, 200, 2024-06-14
gpt-35-turbo, 236, 69, 200, 2024-06-14
gpt-35-turbo, 236, 68, 200, 2024-06-14
gpt-35-turbo, 237, 62, 200, 2024-06-14
gpt-35-turbo, 237, 73, 200, 2024-06-14
gpt-35-turbo, 236, 64, 200, 2024-06-14
gpt-35-turbo, 236, 79, 200, 2024-06-14
gpt-35-turbo, 236, 81, 200, 2024-06-14
gpt-35-turbo, 236, 78, 200, 2024-06-14
gpt-35-turbo, 236, 77, 200, 2024-06-14
gpt-35-turbo, 236, 59, 200, 2024-06-14
gpt-35-turbo, 237, 75, 200, 2024-06-14
gpt-35-turbo, 237, 80, 200, 2024-06-14
gpt-35-turbo, 236, 77, 200, 2024-06-14
gpt-35-turbo, 236, 73, 200, 2024-06-14
gpt-35-turbo, 236, 68, 200, 2024-06-14
gpt-35-turbo, 236, 70, 200, 2024-06-14
gpt-35-turbo, 236, 63, 200, 2024-06-14
gpt-35-turbo, 236, 94, 200, 2024-06-14
gpt-35-turbo, 237, 77, 200, 2024-06-14
gpt-35-turbo, 237, 94, 200, 2024-06-14
gpt-35-turbo, 236, 74, 200, 2024-06-14
gpt-35-turbo, 236, 82, 200, 2024-06-14
gpt-35-turbo, 236, 106, 200, 2024-06-14
gpt-35-turbo, 236, 73, 200, 2024-06-14
gpt-35-turbo, 236, 60, 200, 2024-06-14
gpt-35-turbo, 236, 73, 200, 2024-06-14
gpt-35-turbo, 237, 60, 200, 2024-06-14
gpt-35-turbo, 237, 66, 200, 2024-06-14
gpt-35-turbo, 236, 94, 200, 2024-06-14
gpt-35-turbo, 236, 67, 200, 2024-06-14
gpt-35-turbo, 236, 57, 200, 2024-06-14
gpt-35-turbo, 236, 114, 200, 2024-06-14
gpt-35-turbo, 236, 71, 200, 2024-06-14
gpt-35-turbo, 236, 67, 200, 2024-06-14
gpt-35-turbo, 236, 54, 200, 2024-06-14
gpt-35-turbo, 236, 57, 200, 2024-06-14
gpt-35-turbo, 235, 66, 200, 2024-06-14
gpt-35-turbo, 235, 58, 200, 2024-06-14
gpt-35-turbo, 235, 64, 200, 2024-06-14
gpt-35-turbo, 235, 56, 200, 2024-06-14
gpt-35-turbo, 235, 90, 200, 2024-06-14
gpt-35-turbo, 235, 61, 200, 2024-06-14
gpt-35-turbo, 236, 69, 200, 2024-06-14
gpt-35-turbo, 236, 70, 200, 2024-06-14
gpt-35-turbo, 235, 96, 200, 2024-06-14
gpt-35-turbo, 235, 66, 200, 2024-06-14
gpt-35-turbo, 235, 88, 200, 2024-06-14
gpt-35-turbo, 235, 75, 200, 2024-06-14
gpt-35-turbo, 235, 87, 200, 2024-06-14
gpt-35-turbo, 235, 77, 200, 2024-06-14
gpt-35-turbo, 236, 56, 200, 2024-06-14
gpt-35-turbo, 236, 72, 200, 2024-06-14
gpt-35-turbo, 235, 108, 200, 2024-06-14
gpt-35-turbo, 235, 98, 200, 2024-06-14
gpt-35-turbo, 235, 56, 200, 2024-06-14
gpt-35-turbo, 235, 80, 200, 2024-06-14
gpt-35-turbo, 235, 89, 200, 2024-06-14
gpt-35-turbo, 235, 80, 200, 2024-06-14
gpt-35-turbo, 252, 87, 200, 2024-06-14
gpt-35-turbo, 252, 44, 200, 2024-06-14
gpt-35-turbo, 251, 50, 200, 2024-06-14
gpt-35-turbo, 251, 75, 200, 2024-06-14
gpt-35-turbo, 251, 64, 200, 2024-06-14
gpt-35-turbo, 251, 64, 200, 2024-06-14
gpt-35-turbo, 251, 59, 200, 2024-06-14
gpt-35-turbo, 251, 52, 200, 2024-06-14
gpt-35-turbo, 252, 80, 200, 2024-06-14
gpt-35-turbo, 252, 55, 200, 2024-06-14
gpt-35-turbo, 251, 66, 200, 2024-06-14
gpt-35-turbo, 251, 64, 200, 2024-06-14
gpt-35-turbo, 251, 77, 200, 2024-06-14
gpt-35-turbo, 251, 65, 200, 2024-06-14
gpt-35-turbo, 251, 81, 200, 2024-06-14
gpt-35-turbo, 251, 63, 200, 2024-06-14
gpt-35-turbo, 252, 63, 200, 2024-06-14
gpt-35-turbo, 252, 51, 200, 2024-06-14
gpt-35-turbo, 251, 69, 200, 2024-06-14
gpt-35-turbo, 251, 57, 200, 2024-06-14
gpt-35-turbo, 251, 56, 200, 2024-06-14
gpt-35-turbo, 251, 57, 200, 2024-06-14
gpt-35-turbo, 251, 55, 200, 2024-06-14
gpt-35-turbo, 251, 92, 200, 2024-06-14
gpt-35-turbo, 250, 51, 200, 2024-06-14
gpt-35-turbo, 250, 50, 200, 2024-06-14
gpt-35-turbo, 249, 81, 200, 2024-06-14
gpt-35-turbo, 249, 56, 200, 2024-06-14
gpt-35-turbo, 249, 73, 200, 2024-06-14
gpt-35-turbo, 249, 64, 200, 2024-06-14
gpt-35-turbo, 249, 52, 200, 2024-06-14
gpt-35-turbo, 249, 71, 200, 2024-06-14
gpt-35-turbo, 250, 63, 200, 2024-06-14
gpt-35-turbo, 250, 64, 200, 2024-06-14
gpt-35-turbo, 249, 63, 200, 2024-06-14
gpt-35-turbo, 249, 77, 200, 2024-06-14
gpt-35-turbo, 249, 72, 200, 2024-06-14
gpt-35-turbo, 249, 58, 200, 2024-06-14
gpt-35-turbo, 249, 74, 200, 2024-06-14
gpt-35-turbo, 249, 82, 200, 2024-06-14
gpt-35-turbo, 250, 52, 200, 2024-06-14
gpt-35-turbo, 250, 65, 200, 2024-06-14
gpt-35-turbo, 249, 58, 200, 2024-06-14
gpt-35-turbo, 249, 63, 200, 2024-06-14
gpt-35-turbo, 249, 89, 200, 2024-06-14
gpt-35-turbo, 249, 52, 200, 2024-06-14
gpt-35-turbo, 249, 63, 200, 2024-06-14
gpt-35-turbo, 249, 62, 200, 2024-06-14
gpt-35-turbo, 250, 59, 200, 2024-06-14
gpt-35-turbo, 250, 59, 200, 2024-06-14
gpt-35-turbo, 249, 55, 200, 2024-06-14
gpt-35-turbo, 249, 83, 200, 2024-06-14
gpt-35-turbo, 249, 89, 200, 2024-06-14
gpt-35-turbo, 249, 69, 200, 2024-06-14
gpt-35-turbo, 249, 78, 200, 2024-06-14
gpt-35-turbo, 249, 82, 200, 2024-06-14
gpt-35-turbo, 250, 57, 200, 2024-06-14
gpt-35-turbo, 250, 66, 200, 2024-06-14
gpt-35-turbo, 249, 73, 200, 2024-06-14
gpt-35-turbo, 249, 66, 200, 2024-06-14
gpt-35-turbo, 249, 55, 200, 2024-06-14
gpt-35-turbo, 249, 78, 200, 2024-06-14
gpt-35-turbo, 249, 72, 200, 2024-06-14
gpt-35-turbo, 249, 60, 200, 2024-06-14
gpt-35-turbo, 250, 60, 200, 2024-06-14
gpt-35-turbo, 250, 51, 200, 2024-06-14
gpt-35-turbo, 249, 56, 200, 2024-06-14
gpt-35-turbo, 249, 63, 200, 2024-06-14
gpt-35-turbo, 249, 64, 200, 2024-06-14
gpt-35-turbo, 249, 48, 200, 2024-06-14
gpt-35-turbo, 249, 55, 200, 2024-06-14
gpt-35-turbo, 249, 53, 200, 2024-06-14
gpt-35-turbo, 250, 72, 200, 2024-06-14
gpt-35-turbo, 250, 68, 200, 2024-06-14
gpt-35-turbo, 249, 72, 200, 2024-06-14
gpt-35-turbo, 249, 85, 200, 2024-06-14
gpt-35-turbo, 249, 75, 200, 2024-06-14
gpt-35-turbo, 249, 93, 200, 2024-06-14
gpt-35-turbo, 249, 65, 200, 2024-06-14
gpt-35-turbo, 249, 77, 200, 2024-06-14
gpt-35-turbo, 250, 75, 200, 2024-06-14
gpt-35-turbo, 250, 75, 200, 2024-06-14
gpt-35-turbo, 249, 69, 200, 2024-06-14
gpt-35-turbo, 249, 65, 200, 2024-06-14
gpt-35-turbo, 249, 52, 200, 2024-06-14
gpt-35-turbo, 249, 65, 200, 2024-06-14
gpt-35-turbo, 249, 48, 200, 2024-06-14
gpt-35-turbo, 249, 62, 200, 2024-06-14
gpt-35-turbo, 250, 58, 200, 2024-06-14
gpt-35-turbo, 250, 108, 200, 2024-06-14
gpt-35-turbo, 249, 53, 200, 2024-06-14
gpt-35-turbo, 249, 61, 200, 2024-06-14
gpt-35-turbo, 249, 55, 200, 2024-06-14
gpt-35-turbo, 249, 65, 200, 2024-06-14
gpt-35-turbo, 249, 64, 200, 2024-06-14
gpt-35-turbo, 249, 66, 200, 2024-06-14
gpt-35-turbo, 251, 38, 200, 2024-06-14
gpt-35-turbo, 251, 51, 200, 2024-06-14
gpt-35-turbo, 250, 64, 200, 2024-06-14
gpt-35-turbo, 250, 65, 200, 2024-06-14
gpt-35-turbo, 250, 53, 200, 2024-06-14
gpt-35-turbo, 250, 51, 200, 2024-06-14
gpt-35-turbo, 250, 50, 200, 2024-06-14
gpt-35-turbo, 250, 74, 200, 2024-06-14
gpt-35-turbo, 251, 50, 200, 2024-06-14
gpt-35-turbo, 251, 58, 200, 2024-06-14
gpt-35-turbo, 250, 45, 200, 2024-06-14
gpt-35-turbo, 250, 59, 200, 2024-06-14
gpt-35-turbo, 250, 47, 200, 2024-06-14
gpt-35-turbo, 250, 67, 200, 2024-06-14
gpt-35-turbo, 250, 76, 200, 2024-06-14
gpt-35-turbo, 250, 71, 200, 2024-06-14
gpt-35-turbo, 251, 60, 200, 2024-06-14
gpt-35-turbo, 251, 48, 200, 2024-06-14
gpt-35-turbo, 250, 51, 200, 2024-06-14
